Name,Year,Duration,Genre,Rating,Votes
Daal Me Kala,1964,128,"Comedy, Drama",6,21
Daal Mein Kuch Kaala Hai,2012,130,Comedy,3.9,75
Daas,2005,163,"Action, Romance",3.1,115
Daas Dev,2018,140,"Drama, Thriller",5.1,257
Daava,1997,145,"Action, Drama, Romance",4.5,571
Daawat-e-Biryani,2019,89,Drama,7.1,22
Daawat-e-Ishq,2014,118,"Comedy, Drama, Romance",6.1,5500
Daayen Ya Baayen,2010,115,"Comedy, Drama, Family",6.3,146
Dabangg,2010,126,"Action, Comedy, Crime",6.2,30194
Dabangg 2,2012,120,"Action, Comedy, Crime",4.8,16920
Dabangg 3,2019,160,"Action, Comedy, Crime",3,15817
Dacait,1987,158,"Action, Drama",6.5,270
Dada,1979,137,"Action, Drama, Family",5,24
Dada,1999,133,Action,4.8,30
Dadar Kirti,1980,154,"Comedy, Drama",7.2,191
Daddy,2017,134,"Action, Biography, Crime",6.4,1886
Daddy Cool: Join the Fun,2009,102,"Comedy, Drama",3.8,362
Daddy's Daughter,2017,97,Drama,7.7,40
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975,118,"Drama, Mystery",4.9,7
Dagadi Chaawl,2015,120,"Action, Crime, Drama",6.2,180
Dahan,1998,145,Drama,7.4,285
Dahej,1950,149,Drama,6.3,15
Dahek: A Burning Passion,1999,155,"Drama, Romance, Thriller",5.5,189
Dahleez,1986,161,"Action, Drama",5.3,50
Daku Aur Mahatma,1977,127,"Action, Drama",4.7,7
Daku Ganga Jamuna,2000,93,"Action, Adventure, Crime",3.9,7
Daku Kali Bhawani,2000,120,Action,3.8,5
Daku Ramkali,2000,134,"Adventure, Drama, Musical",5,17
Dalaal,1993,160,"Action, Drama",4.9,105
Dam999,2011,108,"Adventure, Drama, Sci-Fi",3.3,980
Damaad,1978,110,Comedy,7,52
Damadamm!,2011,122,"Comedy, Drama, Romance",4,406
Damini,1993,175,"Crime, Drama",7.8,3185
Damul,1985,106,Drama,6.7,127
Dance Dance,1987,153,"Action, Drama, Musical",6.1,267
Dance of the Wind,1997,85,"Drama, Music",6.6,128
Dance Party,1995,124,"Family, Music, Romance",2.6,25
Dancer,1991,150,"Action, Drama, Musical",3.9,613
Dand Nayak,1998,153,Action,3.7,24
Dangal,2016,161,"Action, Biography, Drama",8.4,165074
Dangerous Ishq,2012,130,"Fantasy, Mystery, Romance",3.9,847
Dank,2019,108,"Horror, Thriller",5.7,19
Dansh,2005,103,Drama,7,65
Dansh,2018,85,Drama,8.3,9
Daraar,1996,105,"Action, Drama, Romance",5.4,506
Darbaan,2020,145,Drama,7.5,727
Darbar,2020,159,"Action, Thriller",6.1,5175
Dard Ka Rishta,1982,152,Drama,7,64
Darinda,2005,76,Horror,5.2,8
Dariya Dil,1988,146,Drama,5.1,191
Darklight,2019,113,Drama,6.5,8
Darkness Visible,2019,107,Thriller,5.6,329
Darling,2007,128,"Drama, Horror, Romance",3.8,589
Darmiyaan: In Between,1997,128,Drama,7.2,62
Darna Mana Hai,2003,121,Horror,6.3,3207
Darna Zaroori Hai,2006,108,Horror,5.4,1962
Darogaji,1949,123,"Crime, Drama, Romance",7.7,9
Darpan,1970,140,"Drama, Family",7.1,37
Darr,1993,178,"Action, Drama, Romance",7.8,22635
Darr @ the Mall,2014,124,"Horror, Thriller",4.9,936
Darwaza,1978,117,Horror,6,89
Darwaza,2002,84,Horror,4.3,50
Darwaza Bandh Rakho,2006,106,"Comedy, Crime, Drama",5.3,337
Dashavatar,2008,119,"Animation, Family",6.4,110
Dassehra,2018,131,"Action, Thriller",3.8,316
Dastaan,1972,173,"Comedy, Drama, Thriller",6.9,122
Dastak,1996,141,"Drama, Romance",4.7,293
Dastak,1970,145,Drama,7.1,122
Dastan,1950,122,"Drama, Family, Romance",6.8,61
Dasvidaniya,2008,113,"Comedy, Drama",7.8,6140
Dattak,2001,125,Drama,7.4,57
Daud: Fun on the Run,1997,180,"Action, Adventure, Comedy",5.9,1006
Daulat,1982,150,"Action, Crime, Drama",6.1,35
Daulat Ki Jung,1992,143,"Action, Adventure, Romance",5.7,834
David,2013,155,"Action, Crime, Drama",6.2,2608
Dayar E Madina,1975,137,Drama,7.2,6
Dayavan,1988,173,"Action, Crime, Drama",6.5,548
Days and Nights on Earth,2017,75,Drama,8.1,15
Days of Tafree,2016,155,Comedy,7.3,252
D-Day,2013,153,"Action, Thriller",7.2,9525
De Dana Dan,2009,162,"Action, Comedy, Crime",5.5,7758
De De Pyaar De,2019,135,"Comedy, Drama, Romance",6.6,7329
De Taali,2008,140,"Comedy, Drama, Romance",4.1,808
Dead Morning,2016,126,"Comedy, Thriller",6.4,10
Deadline: Sirf 24 Ghante,2006,102,"Crime, Thriller",6.3,585
Dear Dad,2016,95,"Drama, Family",6.3,384
Dear Maya,2017,111,"Drama, Romance",5.8,390
Dear Molly,2018,91,Drama,7.8,10
Dear Vs Bear,2014,145,"Adventure, Thriller",6.6,18
Dear Zindagi,2016,151,"Drama, Romance",7.5,37149
Debshishu,1987,100,Drama,7.5,22
Dedh Ishqiya,2014,152,"Comedy, Drama, Romance",7.1,6978
Deedar,1992,130,"Drama, Romance",4.3,578
Deedar,1951,130,"Musical, Romance",7.6,198
Deewaanapan,2001,153,"Action, Romance",4.6,418
Deewaangee,1976,168,"Action, Crime, Drama",6.5,40
Deewaar,1975,174,"Action, Crime, Drama",8.1,10361
Deewana,1992,185,"Action, Comedy, Crime",6.9,6298
Deewana Main Deewana,2013,130,"Comedy, Drama, Romance",2.4,339
Deewana Mastana,1997,140,"Comedy, Romance",6.7,2488
Deewana Mujh Sa Nahin,1990,130,"Romance, Comedy, Drama",5.7,953
Deewana Tere Naam Ka,1987,97,"Drama, Romance",5,25
Deewane,2000,164,"Action, Romance",4.7,587
Deewane Huye Paagal,2005,158,"Action, Comedy, Drama",5.3,4622
Deewangee,2002,169,"Crime, Drama, Mystery",6.6,2620
Deha,2007,126,Romance,6.4,66
Dekh Bhai Dekh: Laughter Behind Darkness,2009,105,"Comedy, Crime, Drama",4.5,26
Dekh Kabira Roya,1957,141,"Comedy, Romance",7.4,29
Dekh Tamasha Dekh,2014,110,Comedy,6.1,284
Dekha Pyar Tumhara,1985,138,"Comedy, Drama",5.6,38
Delhi 47 KM,2018,98,Drama,5.9,24
Delhi Belly,2011,103,"Action, Comedy, Crime",7.6,28299
Delhi in a Day,2011,88,"Comedy, Drama",6.2,395
Delhi Safari,2012,96,"Animation, Adventure, Comedy",5.6,1631
Delhi-6,2009,141,Drama,6.1,7256
Delinquent Dancers,2012,94,Music,5.9,48
Department,2012,141,"Action, Crime, Thriller",3.1,965
Desamuduru,2007,148,"Action, Drama, Romance",6.2,1608
Desh,2002,130,Drama,4.9,50
Desh Drohee,1980,158,Action,5.5,11
Desh Drohi,2008,140,"Action, Thriller",1.4,3899
Desh Premee,1982,165,"Action, Comedy, Drama",6,536
Deshwasi,1991,145,"Action, Crime, Drama",3.6,12
Desi Boyz,2011,122,"Comedy, Drama",5.7,13203
Desi Kattey,2014,139,Action,4,126
Detective,1958,114,Mystery,6.4,15
Detective Byomkesh Bakshy!,2015,139,"Action, Crime, Drama",7.7,21107
Detective Naani,2009,140,"Crime, Drama, Family",6.2,76
Dev,2004,172,Drama,6.9,1332
Dev.D,2009,144,"Drama, Romance",8,29283
Devaki,2005,87,Drama,4.2,31
Devar,1966,156,"Crime, Drama, Romance",7.2,81
Devata,1978,148,"Drama, Family",7.1,50
Devdas,2002,185,"Drama, Musical, Romance",7.6,39573
Devdas,1936,139,"Drama, Romance",6.2,91
Devdas,1955,159,"Drama, Musical, Romance",7.9,1731
Devi Ahilya Bai,2002,146,"Biography, Drama, History",6.6,17
Devi Aur Hero,2019,117,Drama,7.8,15
Devi Putrudu,2004,161,"Action, Drama, Fantasy",5.8,260
Devil (Maupassant's Le Diable),2019,79,Drama,5.2,16
Devil's Daughter,2019,89,"Comedy, Drama, Fantasy",2.6,172
Devta,1956,178,"Adventure, Drama",5.7,16
Devta,1998,177,Action,3.5,21
Dhaad,2018,135,Action,5.5,13
Dhaai Akshar Prem Ke,2000,167,"Drama, Romance",3.7,1313
Dhaal: The Battle of Law Against Law,1997,148,"Action, Drama",5.1,68
Dhadak,2018,138,"Drama, Romance",4.5,9399
Dhadkan,2000,161,"Drama, Romance",6.5,6953
Dhadkanein,2006,146,"Action, Crime, Drama",4.4,12
Dhamaal,2007,136,"Action, Adventure, Comedy",7.3,13878
Dhamkee,1973,132,"Action, Crime, Drama",5.4,14
Dhan Daulat,1980,146,Drama,6.5,57
Dhan Dhana Dhan Goal,2007,167,"Drama, Sport",5,2410
Dhanwaan,1993,123,"Comedy, Drama, Romance",3.4,252
Dhanwan,1981,152,"Crime, Drama, Family",7.3,55
Dhara,2008,95,"Drama, Romance",4.3,11
Dhara 302,2016,148,Drama,4.4,16
Dharam Karam,1975,159,"Family, Drama",6,140
Dharam Sankat,1991,155,"Action, Drama",3.5,21
Dharam Sankat Mein,2015,129,Comedy,6.3,2118
Dharam Veer,1977,165,"Action, Adventure, Comedy",6.7,715
Dharavi,1992,120,"Crime, Drama",7,289
Dharm Adhikari,1986,159,"Action, Comedy, Drama",5.8,94
Dharma Karma,1997,128,"Action, Drama",5.8,34
Dharmatma,1975,163,"Action, Romance, Thriller",6.7,295
Dharmputra,1961,150,Drama,7.3,87
Dharti,2011,126,"Crime, Drama, Thriller",7,357
Dharti Ke Lal,1950,125,"Drama, History",6.4,16
Dhh,2017,128,"Drama, Family",7.8,235
Dhill,2001,158,"Action, Drama",7,810
Dhira,2020,117,Animation,6.5,388
Dhobi Ghat,2010,100,Drama,7,12695
Dhokha,2007,117,"Action, Drama, Romance",6.2,455
Dhol,2007,145,"Comedy, Crime, Mystery",6.3,5501
Dholak,1951,155,"Comedy, Romance",6.3,6
Dhongee,1979,122,"Action, Comedy, Drama",4.5,22
Dhool Ka Phool,1959,153,Drama,6.7,158
Dhoom,2004,129,"Action, Crime, Drama",6.7,18768
Dhoom 2,2006,152,"Action, Crime, Thriller",6.5,24610
Dhoom 3,2013,172,"Action, Crime, Thriller",5.4,43831
Dhoom Dadakka,2008,128,"Comedy, Crime, Drama",3.4,87
Dhoondte Reh Jaoge,2009,131,"Comedy, Drama",5.6,751
Dhoop,2003,126,Drama,7.2,242
Dhoti Lota Aur Chowpatty,1975,139,Comedy,4.5,19
Dhruvanakshatram,1989,147,"Action, Drama",8.1,90
Dhuan,1981,152,Drama,7.2,78
Dhumm,2002,139,"Action, Drama, Family",6.9,58
Dhund,1973,130,"Drama, Mystery, Thriller",7.2,529
Dhund: The Fog,2003,153,"Adventure, Horror, Mystery",2.4,247
Dhuusar,2019,106,"Biography, Crime, Drama",8.9,47
Dial 100,1982,145,"Action, Crime, Drama",6.1,17
Diamond Queen,1940,155,"Action, Adventure",6.1,31
Diary of a Butterfly,2012,97,Drama,3.6,88
Didi,1989,59,"Drama, Family",7.6,7
Diksha,1991,120,Drama,7,170
Dil,1990,172,"Comedy, Drama, Romance",6.7,5017
Dil Aashna Hai (...The Heart Knows),1992,164,"Drama, Romance",5,1536
Dil Aur Deewaar,1978,156,"Action, Crime, Drama",5.5,30
Dil Aur Mohabbat,1968,137,Action,6.1,20
Dil Bechara,2020,101,"Comedy, Drama, Romance",6.6,117377
Dil Bole Hadippa!,2009,148,"Comedy, Drama, Romance",4.6,3902
Dil Chahta Hai,2001,183,"Comedy, Drama, Romance",8.1,68138
Dil Deke Dekho,1959,187,"Musical, Romance",7,146
Dil Dhadakne Do,2015,170,"Comedy, Drama, Romance",6.9,15722
Dil Diwana,1974,134,"Comedy, Romance",6.2,33
Dil Diya Dard Liya,1966,169,"Drama, Musical, Romance",6.4,119
Dil Diya Hai,2006,121,"Drama, Romance, Thriller",3.5,473
Dil Dosti Etc,2007,112,"Comedy, Crime, Drama",7,2793
Dil Ek Mandir,1963,148,"Drama, Musical, Romance",6.7,129
Dil Hai Betaab,1993,157,"Action, Drama, Romance",3.1,114
Dil Hai Ki Manta Nahin,1991,154,"Adventure, Comedy, Drama",7.3,4087
Dil Hai Tumhaara,2002,185,"Drama, Romance",5.3,1720
Dil Hi To Hai,1963,128,"Comedy, Drama, Romance",7.1,122
Dil Hi To Hai,1992,164,"Drama, Romance",5.1,102
Dil Jo Bhi Kahey...,2005,144,"Drama, Romance",4.6,332
Dil Jo Na Keh Saka,2017,130,Romance,5.3,103
Dil Juunglee,2018,124,"Comedy, Romance",3.7,417
Dil Ka Kya Kasoor,1992,157,"Musical, Romance",5.7,191
Dil Ka Rishta,2003,150,"Drama, Musical, Romance",4.8,1615
Dil Ka Sauda,2014,136,"Action, Crime, Drama",5.3,6
Dil Kabaddi,2008,120,"Comedy, Drama",5.7,653
Dil Ke Pechey Pechey',2005,110,"Drama, Thriller",4.9,12
Dil Ki Baazi,1993,162,"Action, Drama",5.3,494
Dil Kya Kare,1999,158,"Drama, Musical, Romance",5.1,1102
Dil Maange More!!!,2004,123,"Musical, Romance",5.2,1808
Dil Ne Jise Apna Kaha,2004,135,"Drama, Romance",4.4,1716
Dil Ne Pukara,1967,173,"Drama, Romance",7,28
Dil Pardesi Ho Gayaa,2003,150,"Romance, Drama",4.8,91
Dil Pe Mat Le Yaar!!,2000,148,Drama,5,213
Dil Sala Sanki,2016,110,Romance,5,21
Dil Se..,1998,163,"Drama, Romance",7.6,27393
Dil Tera Aashiq,1993,151,"Comedy, Drama, Romance",5.1,720
Dil Tera Diwana,1962,150,"Comedy, Romance",7,94
Dil Tera Diwana,1996,139,"Drama, Mystery",5,185
Dil to Pagal Hai,1997,180,"Comedy, Drama, Musical",7,21182
Dil Toh Baccha Hai Ji,2011,143,"Comedy, Drama, Romance",5.8,3723
Dil Toh Deewana Hai,2016,135,"Drama, Romance",6.5,17
Dil Tujhko Diya,1987,127,Romance,5,22
Dil Vil Pyar Vyar,2002,150,"Drama, Musical, Romance",5.3,454
Dil... Akhir Dil Hai,1982,216,Drama,5.5,15
Dilbar,1994,138,"Drama, Romance",3.8,21
Dildaar,1977,165,"Action, Comedy, Drama",4.5,18
Dil-E-Nadan,1953,142,Romance,6.7,10
Diljalaa,1987,140,"Action, Drama",5.1,23
Diljale,1996,159,"Action, Drama, Romance",5.8,1559
Dil-Ki-Rani (Sweet-Heart),1947,130,"Comedy, Romance",7.4,64
Dillagi,1999,188,"Drama, Musical, Romance",5.3,1076
Dillagi,1966,146,"Comedy, Drama, Romance",6.3,18
Dilliwaali Zaalim Girlfriend,2015,121,"Comedy, Drama",3.7,176
Dilruba,1950,123,"Crime, Drama, Mystery",7.1,30
Dilwaala,1986,160,"Action, Comedy, Drama",3.7,1134
Dilwale,1994,172,"Action, Drama, Romance",5.7,2755
Dilwale,2015,158,"Action, Comedy, Drama",5.1,32366
Dilwale Dulhania Le Jayenge,1995,181,"Drama, Romance",8.1,65134
Dilwale Dulhaniya Le Jayenge,1980,120,Romance,7.2,58
Direct Ishq,2016,130,"Action, Comedy, Romance",4,66
Dirty Politics,2015,130,Drama,2.5,575
Disco Dancer,1982,135,"Drama, Musical, Romance",6.4,1291
Disha,1990,135,"Comedy, Drama, Musical",7,145
Dishkiyaoon,2014,119,"Action, Thriller",5.2,986
Dishoom,2016,124,"Action, Adventure, Comedy",5.1,7100
Divorce,1984,133,"Romance, Drama",5.7,7
Divya Shakti,1993,180,"Action, Drama",3.8,199
Diwana,1967,171,"Drama, Romance",6.9,117
Do Anjaane,1976,155,Drama,6.9,421
Do Ankhen Barah Haath,1957,143,"Comedy, Crime, Drama",8.4,1710
Do Aur Do Paanch,1980,132,"Action, Comedy, Drama",7,954
Do Bhai,1969,150,"Action, Crime, Drama",6.2,34
Do Bigha Zamin,1953,131,Drama,8.4,1857
Do Boond Pani,1971,141,"Action, Drama",6.3,15
Do Chehre,2015,120,Action,5.3,20
Do Dishayen,1982,149,"Drama, Romance",6,20
Do Dooni Chaar,2010,112,"Comedy, Drama",7.5,5232
Do Dooni Char,1968,135,"Comedy, Drama",7.2,66
Do Gaz Zameen Ke Neeche,1972,127,Horror,6.1,88
Do Jasoos,1975,135,"Comedy, Mystery",6.1,100
Do Kaliyaan,1968,160,"Drama, Family, Musical",6.5,71
Do Knot Disturb,2009,126,"Comedy, Drama",3.6,1130
Do Lafzon Ki Kahani,2016,128,"Action, Drama, Romance",6.5,1411
Do Musafir,1978,147,"Drama, Family, Romance",7.1,22
Do Nambar Ke Amir,1974,136,"Crime, Drama",7.2,5
Do Numbri,1998,139,Action,3.8,24
Do Phool,1958,161,"Drama, Family",6,7
Do Phool,1974,140,"Action, Comedy, Drama",6.7,59
Do Premee,1980,135,"Action, Thriller",5.7,54
Do Qaidi,1989,158,"Action, Thriller",4.4,104
Do Raaste,1969,165,"Drama, Romance",7,273
Do Raha,1971,130,Drama,6.3,9
Do Sholay,1977,145,Action,3.3,6
Do Ustad,1959,139,"Action, Crime, Drama",7.1,69
Do Waqt Ki Roti,1988,110,Action,6.4,24
DOA: Death of Amar,2014,90,Thriller,7.1,29
Dobaara: See Your Evil,2017,106,"Horror, Mystery",3.7,325
Dobara,2004,135,"Musical, Drama",3.2,129
Doctor,1940,144,Drama,6.5,6
Doli,1969,156,"Drama, Romance",7.2,59
Doli Saja Ke Rakhna,1998,170,"Drama, Romance",6.4,505
Dolly Ki Doli,2015,98,"Comedy, Romance",4.5,2880
Dolly Kitty and Those Twinkling Stars,2019,126,"Comedy, Drama",5.4,4755
Dombivli Return,2019,129,"Drama, Thriller",4.9,46
Don,2006,171,"Action, Crime, Thriller",7.2,35121
Don,1978,166,"Action, Crime, Thriller",7.8,11591
Don 2,2011,148,"Action, Crime, Thriller",7.1,50435
Don Muthu Swami,2008,112,"Comedy, Drama",4.7,60
Dongri Ka Raja,2016,139,"Action, Drama, Musical",3.9,155
Doodh Aur Apheem,2006,83,"Adventure, Drama, Music",6.7,17
Doodh Ka Karz,1990,168,"Action, Drama, Fantasy",4.6,118
Door Bell,2017,99,Drama,4,7
Door Gagan Ki Chhaon Men,1964,153,"Drama, Musical",8.2,53
Door Ka Raahi,1971,138,Drama,7.7,47
Door Ki Awaaz,1964,135,Romance,6,33
Doordarshan,2020,119,"Comedy, Drama",6.2,1336
Doosara Aadmi,1977,137,"Drama, Family, Romance",7,168
Doosri Dulhan,1983,153,"Drama, Family",6.9,15
Dor,2006,147,Drama,7.9,5785
Dosh,2007,141,"Crime, Drama, Mystery",5.3,13
Dost,1974,164,Drama,7,222
Dost,1989,162,Action,5.2,36
Dosti,1964,163,"Drama, Family, Musical",8.4,1552
Dosti Dushmani,1986,152,"Action, Drama",5.7,71
Dosti Ke Side Effects,2019,130,Drama,3.3,46
Dosti: Friends Forever,2005,136,"Drama, Romance",5.5,2462
Double Cross: Ek Dhoka,2005,104,Comedy,4.2,44
Double Dhamaal,2011,138,"Comedy, Crime, Drama",3.8,3642
Downup the Exit 796,2018,102,Thriller,8.2,37
Dozakh in Search of Heaven,2015,92,Drama,7,62
Dr. Cabbie,2014,101,Comedy,6,2860
Dr. Kotnis Ki Amar Kahani,1947,124,"Biography, Drama, War",6.8,77
Dracula,1999,92,Horror,3.8,18
Dracula 2012,2013,137,Horror,1.9,128
Draupadi,1931,124,Drama,5.3,6
Dreadlocks Story,2014,83,"Documentary, History",8.1,8
Dream Girl,2019,132,"Comedy, Romance",7,12276
Dreams... Do Come True,2009,110,"Drama, Music, Musical",6.2,12
Dreamz: The Movie,2013,120,Drama,5.2,15
Drishti,1990,171,Drama,7.1,84
Drishyam,2015,163,"Crime, Drama, Mystery",8.2,74326
Drive,2019,147,"Action, Crime, Thriller",3.5,6418
Droh Kaal,1994,162,"Drama, Thriller",7.6,390
Drohi,1992,130,"Action, Crime, Romance",5.9,135
Dudes in the 10th Century,2003,130,Comedy,4.6,850
Duet,1994,156,"Musical, Romance",6.5,276
Dulaara,2015,160,Drama,5.2,13
Dulari,1949,133,"Musical, Romance",6.5,31
Dulha Dulhan,1964,141,"Comedy, Drama, Family",7.1,90
Dulha Mil Gaya,2010,152,"Comedy, Drama, Romance",4.2,2487
Dulhan Chahi Pakistan Se,2016,159,"Action, Drama, Family",5.1,19
Dulhan Ek Raat Ki,1967,170,"Crime, Drama, Music",6.7,40
Dulhan Hum Le Jayenge,2000,158,"Comedy, Drama, Romance",5.1,3238
Dulhan Wahi Jo Piya Man Bhaaye,1977,165,"Musical, Drama, Family",7.9,62
Dulhe Raja,1998,143,Comedy,6.6,2610
Dum,2003,166,"Action, Crime, Drama",5.6,1597
Dum Laga Ke Haisha,2015,110,"Comedy, Drama, Romance",7.5,18540
Dum Maaro Dum,2011,128,"Action, Crime, Drama",6.2,3860
Duniya,1984,169,"Action, Drama",7,192
Duniya Meri Jeb Mein,1979,139,"Action, Thriller",7,78
Duniya Na Mane,1937,166,Drama,6.9,31
Dunno Y 2... Life Is a Moment,2015,95,"Drama, Romance",6.3,33
Dunno Y Na Jaane Kyun...,2010,137,"Drama, Romance",3.7,143
Duplicate,1998,164,"Action, Comedy, Crime",5.6,7174
Duplicate Sholay,2002,147,Comedy,6.5,50
Durdesh,1983,143,"Action, Crime, Drama",6.2,33
Durga,2002,116,Drama,4.6,17
Durgamati: The Myth,2020,155,"Horror, Thriller",3.8,4976
Dus Kahaniyaan,2007,110,Drama,5.7,1556
Dus Lakh,1966,162,"Comedy, Drama, Musical",6.6,44
Dus Numbri,1976,155,"Action, Comedy, Drama",5.6,104
Dus Tola,2010,120,"Comedy, Drama",6.9,301
Dushman,1998,145,"Crime, Drama, Thriller",6.9,1841
Dushman,1990,146,"Action, Drama",5.4,38
Dushman,1957,138,Drama,7.1,17
Dushman Duniya Ka,1996,153,Drama,4,652
Dushman Zamana,1992,129,"Action, Romance",5,25
Dushmani: A Violent Love Story,1995,156,"Action, Drama, Romance",4.9,213
Dushmun,1971,177,Drama,7.1,200
Duvidha,1973,82,"Drama, Fantasy, Romance",7,577
Dvandva,2009,51,"Crime, Drama, Mystery",6.1,15
Earth,1998,110,"Drama, Romance, War",7.7,7523
Ebn-e-Batuta,2014,125,Sci-Fi,4.3,27
Edegarike,2012,105,"Crime, Drama",7.4,199
Eduruleni Manishi,2001,138,"Comedy, Drama",4.5,126
Eeb Allay Ooo!,2019,98,"Comedy, Drama",7.4,1247
Eena Meena Deeka,1994,133,"Action, Comedy, Crime",4.7,325
Eeshwar,1989,147,"Drama, Musical, Family",7.2,455
Ehsaas: The Feeling,2001,116,"Drama, Romance",5.6,95
Eiga Doraemon: Nobita no getsumen tansaki,2019,111,"Animation, Action, Adventure",6.8,556
Eight Days,1946,141,"Comedy, Drama",6.5,8
Ek Aasha,2018,123,Drama,7.8,10
Ek Adhuri Kahani,1972,115,Drama,7.7,10
Ek Ajnabee,2005,142,"Action, Crime, Drama",5.2,1601
Ek Ajooba,2000,71,Family,5.7,16
Ek Alag Mausam,2003,120,Drama,6.7,46
Ek Aur Ek Gyarah,1981,153,"Action, Thriller",6.3,47
Ek Aur Sikander,1986,139,"Action, Drama",6.6,18
Ek Baap Chhe Bete,1978,132,"Comedy, Drama",5.5,8
Ek Baar Chale Aao,1983,137,Drama,6.7,13
Ek Baar Kaho,1980,142,"Drama, Family, Romance",7,41
Ek Baar Phir (Once Again),1980,147,Drama,6.3,30
Ek Battey Do,2020,100,Drama,8.5,6
Ek Bechara,1972,109,"Action, Drama",4.7,17
Ek Chadar Maili Si,1986,133,Drama,7.1,124
Ek Chalis Ki Last Local,2007,143,"Adventure, Comedy, Crime",7.3,4874
Ek Chhotisi Love Story,2002,122,Drama,2.9,554
Ek Chitthi Pyar Bhari,1985,139,Drama,6.6,14
Ek Daku Saher Mein,1985,133,Action,3.8,5
Ek Dil Sau Afsane,1963,146,"Comedy, Drama, Romance",6.4,52
Ek Din 24 Ghante,2003,95,Thriller,3.9,78
Ek Din Achanak,1989,105,Drama,7.1,257
Ek Doctor Ki Maut,1990,122,"Biography, Drama",8.3,1330
Ek Duuje Ke Liye,1981,167,"Drama, Musical, Romance",7.5,1081
Ek Gaon Ki Kahani,1957,137,Drama,6.4,14
Ek Ghar,1991,100,Drama,7.2,78
Ek Haseena Thi Ek Deewana Tha,2017,105,Drama,2.5,104
Ek Hasina Do Diwane,1972,140,"Comedy, Drama, Romance",5.4,18
Ek Hasina Thi,2004,120,"Crime, Drama, Mystery",7.5,6992
Ek Hi Bhool,1981,144,"Drama, Family, Romance",5.8,136
Ek Hi Raasta,1993,130,Action,3.4,186
Ek Hota Vidushak,1992,145,"Comedy, Drama",7,106
Ek Jaan Hain Hum,1983,151,"Family, Romance",6.5,51
Ek Kali Muskai,1968,120,"Drama, Family, Romance",6.3,10
Ek Khiladi Ek Haseena,2005,143,"Comedy, Crime, Thriller",5.7,595
Ek Krantiveer: Vasudev Balwant Phadke,2007,126,"Action, History",6.5,43
Ek Ladka Ek Ladki,1992,162,"Comedy, Romance",5.7,1073
Ek Ladki Ko Dekha Toh Aisa Laga,2019,120,"Comedy, Drama, Romance",5.5,3934
Ek Main Aur Ek Tu,1986,138,Romance,6.9,17
Ek Main Aur Ekk Tu,2012,110,"Comedy, Drama, Romance",5.7,6485
Ek Nanhi Munni Ladki Thi,1970,136,Drama,6.1,10
Ek Number Ka Chor,1990,180,"Action, Crime, Drama",4,7
Ek Paheli,1971,131,"Drama, Horror, Mystery",6.8,63
Ek Paheli Leela,2015,145,"Mystery, Romance, Thriller",3.7,1700
Ek Pal,1986,135,Drama,6.9,43
Ek Phool Char Kante,1960,136,"Comedy, Drama, Romance",6.8,46
Ek Phool Do Mali,1969,150,"Drama, Family, Musical",6.6,207
Ek Raat,1968,155,"Action, Crime, Drama",5.8,6
Ek Raaz,1963,132,Comedy,6.8,30
Ek Saal,1957,134,"Drama, Family, Romance",7.3,37
Ek Sainik - The Tale of a warrior,2020,45,"Action, Drama",8.2,17
Ek Sapera Ek Lutera,1965,125,"Action, Comedy, Musical",4.9,22
Ek Se Badhkar Ek,1976,158,"Action, Comedy, Crime",7,44
Ek Se Badhkar Ek,2004,146,"Comedy, Thriller",4.4,155
Ek Se Bure Do,2009,180,"Action, Comedy, Crime",4.3,62
Ek Shriman Ek Shrimati,1969,140,"Drama, Romance",6.6,47
Ek Sthree,2000,115,Drama,5.7,15
Ek tha Bhujang,2015,73,Drama,6.9,8
Ek Tha Hero,2018,120,"Drama, Family",4,5
Ek Tha Raja,1996,150,"Action, Thriller",3.9,115
Ek Tha Tiger,2012,132,"Action, Romance, Thriller",5.5,31627
Ek Thi Daayan,2013,135,"Horror, Romance, Thriller",5.7,4006
Ek Thi Larki,1949,164,Drama,6.9,18
Ek Tho Chance,2009,120,Drama,4.4,15
Ek Vivaah... Aisa Bhi,2008,132,"Drama, Romance",5.2,448
Ek: The Power of One,2009,140,"Action, Drama, Thriller",4.7,327
Ek-Hi-Rasta,1956,151,Drama,6.9,52
Ekk Deewana Tha,2012,136,"Drama, Romance",5.9,2973
Ekkees Tareekh Shubh Muhurat,2018,97,Drama,5.7,394
Ekkees Toppon Ki Salaami,2014,140,Comedy,6,502
Eklavya: The Royal Guard,2007,105,"Action, Drama, Mystery",6.1,3191
Ekram,2019,94,Drama,5.8,21
Ekta,2019,99,"Horror, Mystery, Thriller",8,36
Elaan,1994,146,"Action, Crime, Thriller",5.3,854
Elaan,1971,144,"Action, Drama, Musical",6,49
Elaan,2005,159,"Action, Thriller",4.4,698
Elan,1947,133,Drama,6.2,12
EMI: Liya Hai To Chukana Padega,2008,180,"Comedy, Crime, Drama",4.2,582
Enakkul Oruvan,1984,149,"Action, Drama",6.5,126
Encounter Dayanayak,2005,145,"Action, Crime, Drama",5.7,40
Encounter: The Killing,2002,150,"Crime, Drama",6.1,147
English ki taay taay fisss,2020,137,"Comedy, Romance",6.1,11
